#Organism/Name	Kingdom	Group	SubGroup	Size (Mb)	Chrs	Organelles	Plasmids	BioProjects
Hyphomicrobium	Bacteria	Proteobacteria	Alphaproteobacteria	4.75753	1	-	-	2
Hyphomicrobium denitrificans	Bacteria	Proteobacteria	Alphaproteobacteria	3.80869	1	-	-	2
Hyphomicrobium nitrativorans	Bacteria	Proteobacteria	Alphaproteobacteria	3.65384	1	-	-	1
Hyphomicrobium zavarzinii	Bacteria	Proteobacteria	Alphaproteobacteria	4.65179	-	-	-	1
Hyphomonas	Bacteria	Proteobacteria	Alphaproteobacteria	3.89745	-	-	-	6
Hyphomonas adhaerens	Bacteria	Proteobacteria	Alphaproteobacteria	3.66857	-	-	-	1
Hyphomonas hirschiana	Bacteria	Proteobacteria	Alphaproteobacteria	3.69052	-	-	-	1
Hyphomonas jannaschiana	Bacteria	Proteobacteria	Alphaproteobacteria	3.64084	-	-	-	1
Hyphomonas johnsonii	Bacteria	Proteobacteria	Alphaproteobacteria	3.61877	-	-	-	1
Hyphomonas neptunium	Bacteria	Proteobacteria	Alphaproteobacteria	3.70502	1	-	-	1
Hyphomonas oceanitis	Bacteria	Proteobacteria	Alphaproteobacteria	4.28017	-	-	-	1
Hyphomonas polymorpha	Bacteria	Proteobacteria	Alphaproteobacteria	4.05096	-	-	-	1
Ideonella	Bacteria	Proteobacteria	Betaproteobacteria	4.93675	-	-	-	1
Idiomarina	Bacteria	Proteobacteria	Gammaproteobacteria	2.97414	-	-	-	3
Idiomarina baltica	Bacteria	Proteobacteria	Gammaproteobacteria	2.77027	-	-	-	1
Idiomarina loihiensis	Bacteria	Proteobacteria	Gammaproteobacteria	2.83976	1	-	-	2
Idiomarina salinarum	Bacteria	Proteobacteria	Gammaproteobacteria	2.48028	-	-	-	1
Idiomarina sediminum	Bacteria	Proteobacteria	Gammaproteobacteria	2.62447	-	-	-	1
Idiomarina xiamenensis	Bacteria	Proteobacteria	Gammaproteobacteria	2.89928	-	-	-	1
Ignatzschineria larvae	Bacteria	Proteobacteria	Gammaproteobacteria	2.4598	-	-	-	1
Ignavibacterium album	Bacteria	Bacteroidetes/Chlorobi group	Ignavibacteriae	3.659	1	-	-	1
Ilumatobacter coccineus	Bacteria	Actinobacteria	Actinobacteria	4.83018	1	-	-	1
Ilumatobacter nonamiensis	Bacteria	Actinobacteria	Actinobacteria	4.28223	-	-	-	1
Ilyobacter polytropus	Bacteria	Fusobacteria	Fusobacteriia	3.13231	1	-	2	1
Imtechella halotolerans	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	3.08695	-	-	-	1
Indibacter alkaliphilus	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	5.03605	-	-	-	1
Inquilinus limosus	Bacteria	Proteobacteria	Alphaproteobacteria	7.41371	-	-	-	1
Intestinibacter bartlettii	Bacteria	Firmicutes	Clostridia	2.97226	-	-	-	2
Intrasporangiaceae bacterium JGI 0001002-M5	Bacteria	Actinobacteria	Actinobacteria	0.097739	-	-	-	1
Intrasporangiaceae bacterium URHB0013	Bacteria	Actinobacteria	Actinobacteria	4.56771	-	-	-	1
Intrasporangium calvum	Bacteria	Actinobacteria	Actinobacteria	4.02438	1	-	-	1
Intrasporangium chromatireducens	Bacteria	Actinobacteria	Actinobacteria	4.80425	-	-	-	1
Intrasporangium oryzae	Bacteria	Actinobacteria	Actinobacteria	4.63653	-	-	-	1
Isoptericola variabilis	Bacteria	Actinobacteria	Actinobacteria	3.30774	1	-	-	1
Isosphaera pallida	Bacteria	Planctomycetes	Planctomycetia	5.5293	1	-	1	1
Italian clover phyllody phytoplasma	Bacteria	Tenericutes	Mollicutes	0.597245	-	-	-	1
Janibacter	Bacteria	Actinobacteria	Actinobacteria	4.23507	-	-	-	1
Janibacter hoylei	Bacteria	Actinobacteria	Actinobacteria	3.1391	-	-	-	1
Jannaschia	Bacteria	Proteobacteria	Alphaproteobacteria	4.40405	1	-	1	1
Janthinobacterium	Bacteria	Proteobacteria	Betaproteobacteria	7.11467	1	-	-	4
Janthinobacterium agaricidamnosum	Bacteria	Proteobacteria	Betaproteobacteria	5.949	1	-	-	1
Janthinobacterium lividum	Bacteria	Proteobacteria	Betaproteobacteria	6.21274	-	-	-	2
Jejuia pallidilutea	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	3.77344	-	-	-	2
Jeotgalicoccus	Bacteria	Firmicutes	Bacilli	2.19106	-	-	-	1
Jeotgalicoccus marinus	Bacteria	Firmicutes	Bacilli	2.10982	-	-	-	1
Jeotgalicoccus psychrophilus	Bacteria	Firmicutes	Bacilli	2.34568	-	-	-	1
Jiangella gansuensis	Bacteria	Actinobacteria	Actinobacteria	5.58578	-	-	-	1
Johnsonella ignava	Bacteria	Firmicutes	Clostridia	2.68708	-	-	-	1
Jonesia denitrificans	Bacteria	Actinobacteria	Actinobacteria	2.74965	1	-	-	1
Jonesia quinghaiensis	Bacteria	Actinobacteria	Actinobacteria	3.03813	-	-	-	1
Jonquetella	Bacteria	Synergistetes	Synergistia	1.65427	-	-	-	1
Jonquetella anthropi	Bacteria	Synergistetes	Synergistia	1.79006	1	-	-	2
Joostella marina	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	4.50824	-	-	-	1
Kaistia adipata	Bacteria	Proteobacteria	Alphaproteobacteria	4.8392	-	-	-	1
Kaistia granuli	Bacteria	Proteobacteria	Alphaproteobacteria	4.76611	-	-	-	1
Kallipyga massiliensis ph2	Bacteria	Firmicutes	Clostridia	1.77067	-	-	-	1
Kamptonema	Bacteria	Cyanobacteria	Oscillatoriophycideae	6.67671	-	-	-	1
Kamptonema formosum	Bacteria	Cyanobacteria	Oscillatoriophycideae	6.89406	-	-	-	1
Kandleria vitulina	Bacteria	Firmicutes	Erysipelotrichia	2.12671	-	-	-	3
Kangiella aquimarina	Bacteria	Proteobacteria	Gammaproteobacteria	2.6818	-	-	-	1
Kangiella koreensis	Bacteria	Proteobacteria	Gammaproteobacteria	2.85207	1	-	-	1
Ketogulonicigenium vulgare	Bacteria	Proteobacteria	Alphaproteobacteria	3.2884	1	-	2	2
Kibdelosporangium aridum	Bacteria	Actinobacteria	Actinobacteria	12.9936	-	-	-	1
Kiloniella laminariae	Bacteria	Proteobacteria	Alphaproteobacteria	4.43894	-	-	-	1
Kineococcus radiotolerans	Bacteria	Actinobacteria	Actinobacteria	4.95667	1	-	2	1
Kineosphaera limosa	Bacteria	Actinobacteria	Actinobacteria	4.84724	-	-	-	1
Kineosporia aurantiaca	Bacteria	Actinobacteria	Actinobacteria	9.02174	-	-	-	1
Kinetoplastibacterium blastocrithidii	Bacteria	Proteobacteria	Betaproteobacteria	0.820037	1	-	-	2
Kingella	Bacteria	Proteobacteria	Betaproteobacteria	2.13055	-	-	-	1
Kingella denitrificans	Bacteria	Proteobacteria	Betaproteobacteria	2.22045	-	-	-	1
Kingella kingae	Bacteria	Proteobacteria	Betaproteobacteria	2.12853	-	-	-	44
Kingella oralis	Bacteria	Proteobacteria	Betaproteobacteria	2.40667	-	-	-	1
Kitasatospora	Bacteria	Actinobacteria	Actinobacteria	10.3874	-	-	-	3
Kitasatospora arboriphila	Bacteria	Actinobacteria	Actinobacteria	5.74804	-	-	-	1
Kitasatospora azatica	Bacteria	Actinobacteria	Actinobacteria	8.2723	-	-	-	1
Kitasatospora cheerisanensis	Bacteria	Actinobacteria	Actinobacteria	8.17427	-	-	-	1
Kitasatospora mediocidica	Bacteria	Actinobacteria	Actinobacteria	8.68176	-	-	-	1
Kitasatospora phosalacinea	Bacteria	Actinobacteria	Actinobacteria	8.61695	-	-	-	2
Kitasatospora setae	Bacteria	Actinobacteria	Actinobacteria	8.78328	1	-	-	2
[Kitasatospora] papulosa	Bacteria	Actinobacteria	Actinobacteria	7.56879	-	-	-	1
Klebsiella	Bacteria	Proteobacteria	Gammaproteobacteria	6.34331	-	-	1	11
Klebsiella cf. planticola B43	Bacteria	Proteobacteria	Gammaproteobacteria	4.47933	-	-	-	1
Klebsiella michiganensis	Bacteria	Proteobacteria	Gammaproteobacteria	6.07324	-	-	-	1
Klebsiella oxytoca	Bacteria	Proteobacteria	Gammaproteobacteria	6.6849	1	-	4	23
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	10.4528	1	-	99	393
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	5.54357	1	-	1	2
Kluyvera	Bacteria	Proteobacteria	Gammaproteobacteria	4.32761	1	-	-	1
Kluyvera ascorbata	Bacteria	Proteobacteria	Gammaproteobacteria	4.93235	-	-	-	1
Kocuria	Bacteria	Actinobacteria	Actinobacteria	3.79149	-	-	-	1
Kocuria atrinae	Bacteria	Actinobacteria	Actinobacteria	3.19717	-	-	-	1
Kocuria palustris	Bacteria	Actinobacteria	Actinobacteria	2.87211	-	-	-	1
Kocuria rhizophila	Bacteria	Actinobacteria	Actinobacteria	2.82033	1	-	-	2
Komagataeibacter europaeus	Bacteria	Proteobacteria	Alphaproteobacteria	4.2274	-	-	-	4
Komagataeibacter hansenii	Bacteria	Proteobacteria	Alphaproteobacteria	3.63666	1	-	-	1
Komagataeibacter kakiaceti	Bacteria	Proteobacteria	Alphaproteobacteria	3.1331	-	-	-	1
Komagataeibacter medellinensis	Bacteria	Proteobacteria	Alphaproteobacteria	3.51319	1	-	7	1
Komagataeibacter oboediens	Bacteria	Proteobacteria	Alphaproteobacteria	4.18147	-	-	-	1
Komagataeibacter rhaeticus	Bacteria	Proteobacteria	Alphaproteobacteria	3.93914	-	-	-	1
Komagataeibacter xylinus	Bacteria	Proteobacteria	Alphaproteobacteria	3.90508	1	-	5	1
Kordia algicida	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	5.03313	-	-	-	1
Kordiimonas gwangyangensis	Bacteria	Proteobacteria	Alphaproteobacteria	4.08225	-	-	-	2
Kosakonia radicincitans	Bacteria	Proteobacteria	Gammaproteobacteria	6.06345	-	-	-	2
Kosakonia sacchari	Bacteria	Proteobacteria	Gammaproteobacteria	4.94508	-	-	-	1
Kosmotoga olearia	Bacteria	Thermotogae	Thermotogae	2.30213	1	-	-	1
Kozakia baliensis	Bacteria	Proteobacteria	Alphaproteobacteria	3.17252	-	-	-	1
Kribbella catacumbae	Bacteria	Actinobacteria	Actinobacteria	9.62781	-	-	-	1
Kribbella flavida	Bacteria	Actinobacteria	Actinobacteria	7.57949	1	-	-	1
Ktedonobacter racemifer	Bacteria	Chloroflexi	Ktedonobacteria	13.6616	-	-	-	1
Kurthia	Bacteria	Firmicutes	Bacilli	2.98677	-	-	-	2
Kurthia huakuii	Bacteria	Firmicutes	Bacilli	3.54892	-	-	-	1
Kurthia massiliensis	Bacteria	Firmicutes	Bacilli	3.23082	-	-	-	1
Kushneria aurantia	Bacteria	Proteobacteria	Gammaproteobacteria	3.75069	-	-	-	1
Kutzneria	Bacteria	Actinobacteria	Actinobacteria	11.6465	-	-	-	1
Kutzneria albida	Bacteria	Actinobacteria	Actinobacteria	9.87493	1	-	-	2
Kyrpidia tusciae	Bacteria	Firmicutes	Bacilli	3.38477	1	-	-	1
Kytococcus sedentarius	Bacteria	Actinobacteria	Actinobacteria	2.78502	1	-	-	1
Labrenzia	Bacteria	Proteobacteria	Alphaproteobacteria	7.6297	-	-	-	3
Labrenzia aggregata	Bacteria	Proteobacteria	Alphaproteobacteria	6.56139	-	-	-	1
Labrenzia alexandrii	Bacteria	Proteobacteria	Alphaproteobacteria	5.50483	-	-	-	1
Laceyella sacchari	Bacteria	Firmicutes	Bacilli	3.32432	-	-	-	1
Lachnoanaerobaculum	Bacteria	Firmicutes	Clostridia	2.93212	-	-	-	1
Lachnoanaerobaculum saburreum	Bacteria	Firmicutes	Clostridia	3.0824	-	-	-	2
Lachnoanaerobaculum sp. ICM7	Bacteria	Firmicutes	Clostridia	2.77996	-	-	-	1
Lachnoanaerobaculum sp. MSX33	Bacteria	Firmicutes	Clostridia	2.87105	-	-	-	1
Lachnobacterium bovis	Bacteria	Firmicutes	Clostridia	2.84445	-	-	-	3
Lachnoclostridium phytofermentans	Bacteria	Firmicutes	Clostridia	4.84759	1	-	-	4
Lachnospira multipara	Bacteria	Firmicutes	Clostridia	2.87186	-	-	-	3
Lachnospiraceae bacterium 10-1	Bacteria	Firmicutes	Clostridia	4.57165	-	-	-	1
Lachnospiraceae bacterium 1_1_57FAA	Bacteria	Firmicutes	Clostridia	2.93002	-	-	-	1
Lachnospiraceae bacterium 1_4_56FAA	Bacteria	Firmicutes	Clostridia	3.2339	-	-	-	1
Lachnospiraceae bacterium 28-4	Bacteria	Firmicutes	Clostridia	4.28353	-	-	-	1
Lachnospiraceae bacterium 2_1_46FAA	Bacteria	Firmicutes	Clostridia	2.21903	-	-	-	1
Lachnospiraceae bacterium 2_1_58FAA	Bacteria	Firmicutes	Clostridia	3.46075	-	-	-	1
Lachnospiraceae bacterium 3-1	Bacteria	Firmicutes	Clostridia	5.08316	-	-	-	1
Lachnospiraceae bacterium 3-2	Bacteria	Firmicutes	Clostridia	4.45562	-	-	-	1
Lachnospiraceae bacterium 3_1_46FAA	Bacteria	Firmicutes	Clostridia	3.11822	-	-	-	1
Lachnospiraceae bacterium 3_1_57FAA_CT1	Bacteria	Firmicutes	Clostridia	7.71284	-	-	-	1
Lachnospiraceae bacterium 5_1_57FAA	Bacteria	Firmicutes	Clostridia	3.33956	-	-	-	1
Lachnospiraceae bacterium 5_1_63FAA	Bacteria	Firmicutes	Clostridia	3.04119	-	-	-	1
Lachnospiraceae bacterium 6_1_37FAA	Bacteria	Firmicutes	Clostridia	3.06736	-	-	-	1
Lachnospiraceae bacterium 6_1_63FAA	Bacteria	Firmicutes	Clostridia	2.72557	-	-	-	1
Lachnospiraceae bacterium 7_1_58FAA	Bacteria	Firmicutes	Clostridia	5.66809	-	-	-	1
Lachnospiraceae bacterium 8_1_57FAA	Bacteria	Firmicutes	Clostridia	2.92735	-	-	-	1
Lachnospiraceae bacterium 9_1_43BFAA	Bacteria	Firmicutes	Clostridia	2.84488	-	-	-	1
Lachnospiraceae bacterium A2	Bacteria	Firmicutes	Clostridia	5.23893	-	-	-	1
Lachnospiraceae bacterium A4	Bacteria	Firmicutes	Clostridia	6.9619	-	-	-	1
Lachnospiraceae bacterium AB2028	Bacteria	Firmicutes	Clostridia	3.47632	-	-	-	1
Lachnospiraceae bacterium AC2012	Bacteria	Firmicutes	Clostridia	2.55544	-	-	-	1
Lachnospiraceae bacterium AC2014	Bacteria	Firmicutes	Clostridia	2.76012	-	-	-	1
Lachnospiraceae bacterium AC2028	Bacteria	Firmicutes	Clostridia	2.77236	-	-	-	1
Lachnospiraceae bacterium AC2029	Bacteria	Firmicutes	Clostridia	3.85973	-	-	-	1
Lachnospiraceae bacterium AC2031	Bacteria	Firmicutes	Clostridia	3.19148	-	-	-	1
Lachnospiraceae bacterium AC3007	Bacteria	Firmicutes	Clostridia	2.94424	-	-	-	1
Lachnospiraceae bacterium AD3010	Bacteria	Firmicutes	Clostridia	3.55499	-	-	-	1
Lachnospiraceae bacterium C6A11	Bacteria	Firmicutes	Clostridia	2.89507	-	-	-	1
Lachnospiraceae bacterium COE1	Bacteria	Firmicutes	Clostridia	4.96761	-	-	-	1
Lachnospiraceae bacterium FD2005	Bacteria	Firmicutes	Clostridia	2.44071	-	-	-	1
Lachnospiraceae bacterium FE2018	Bacteria	Firmicutes	Clostridia	3.21364	-	-	-	1
Lachnospiraceae bacterium JC7	Bacteria	Firmicutes	Clostridia	3.59188	-	-	-	1
Lachnospiraceae bacterium M18-1	Bacteria	Firmicutes	Clostridia	5.79909	-	-	-	1
Lachnospiraceae bacterium MA2020	Bacteria	Firmicutes	Clostridia	3.72472	-	-	-	1
Lachnospiraceae bacterium MC2017	Bacteria	Firmicutes	Clostridia	4.25553	-	-	-	1
Lachnospiraceae bacterium MD2004	Bacteria	Firmicutes	Clostridia	2.53228	-	-	-	1
Lachnospiraceae bacterium NC2004	Bacteria	Firmicutes	Clostridia	3.3731	-	-	-	1
Lachnospiraceae bacterium NC2008	Bacteria	Firmicutes	Clostridia	2.71892	-	-	-	1
Lachnospiraceae bacterium ND2006	Bacteria	Firmicutes	Clostridia	3.94539	-	-	-	1
Lachnospiraceae bacterium NK4A136	Bacteria	Firmicutes	Clostridia	2.73003	-	-	-	1
Lachnospiraceae bacterium NK4A144	Bacteria	Firmicutes	Clostridia	4.09288	-	-	-	1
Lachnospiraceae bacterium NK4A179	Bacteria	Firmicutes	Clostridia	3.22286	-	-	-	1
Lachnospiraceae bacterium oral taxon 082	Bacteria	Firmicutes	Clostridia	2.94584	-	-	-	1
Lachnospiraceae bacterium P6A3	Bacteria	Firmicutes	Clostridia	2.97854	-	-	-	1
Lachnospiraceae bacterium P6B14	Bacteria	Firmicutes	Clostridia	2.6885	-	-	-	1
Lachnospiraceae bacterium V9D3004	Bacteria	Firmicutes	Clostridia	3.41836	-	-	-	1
Lachnospiraceae bacterium VE202-12	Bacteria	Firmicutes	Clostridia	7.62807	-	-	-	1
Lachnospiraceae bacterium VE202-23	Bacteria	Firmicutes	Clostridia	7.33066	-	-	-	1
Lachnospiraceae bacterium YSB2008	Bacteria	Firmicutes	Clostridia	2.68627	-	-	-	1
Lachnospiraceae oral taxon 107	Bacteria	Firmicutes	Clostridia	3.2881	-	-	-	1
Lacinutrix	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	3.29617	1	-	-	1
Lacticigenium naphtae	Bacteria	Firmicutes	Bacilli	2.13451	-	-	-	1
Lactobacillus	Bacteria	Firmicutes	Bacilli	2.08464	1	-	1	4
Lactobacillus acidipiscis	Bacteria	Firmicutes	Bacilli	2.28644	-	-	1	1
Lactobacillus acidophilus	Bacteria	Firmicutes	Bacilli	2.09777	1	-	2	12
Lactobacillus amylolyticus	Bacteria	Firmicutes	Bacilli	1.54081	-	-	-	1
Lactobacillus amylovorus	Bacteria	Firmicutes	Bacilli	2.12667	1	-	2	2
Lactobacillus animalis	Bacteria	Firmicutes	Bacilli	1.88279	-	-	-	2
Lactobacillus antri	Bacteria	Firmicutes	Bacilli	2.3029	-	-	-	1
Lactobacillus brevis	Bacteria	Firmicutes	Bacilli	3.14466	1	-	9	6
Lactobacillus buchneri	Bacteria	Firmicutes	Bacilli	2.90603	1	-	3	3
Lactobacillus casei	Bacteria	Firmicutes	Bacilli	3.36127	1	-	6	27
Lactobacillus ceti	Bacteria	Firmicutes	Bacilli	1.38575	-	-	-	1
Lactobacillus coleohominis	Bacteria	Firmicutes	Bacilli	1.72583	-	-	-	1
Lactobacillus coryniformis	Bacteria	Firmicutes	Bacilli	2.96475	-	-	-	2
Lactobacillus crispatus	Bacteria	Firmicutes	Bacilli	2.69938	1	-	-	12
Lactobacillus curvatus	Bacteria	Firmicutes	Bacilli	1.83836	-	-	1	1
Lactobacillus delbrueckii	Bacteria	Firmicutes	Bacilli	2.13682	1	-	6	15
Lactobacillus equi	Bacteria	Firmicutes	Bacilli	2.17559	-	-	-	1
Lactobacillus equicursoris	Bacteria	Firmicutes	Bacilli	2.35579	-	-	-	1
Lactobacillus fabifermentans	Bacteria	Firmicutes	Bacilli	3.58041	-	-	-	2
Lactobacillus farciminis	Bacteria	Firmicutes	Bacilli	2.49831	-	-	1	1
Lactobacillus fermentum	Bacteria	Firmicutes	Bacilli	2.5663	1	-	7	10
Lactobacillus florum	Bacteria	Firmicutes	Bacilli	1.28263	-	-	-	2
Lactobacillus fructivorans	Bacteria	Firmicutes	Bacilli	1.37333	-	-	-	1
Lactobacillus gasseri	Bacteria	Firmicutes	Bacilli	2.01186	1	-	1	12
Lactobacillus gastricus	Bacteria	Firmicutes	Bacilli	1.90487	-	-	-	1
Lactobacillus harbinensis	Bacteria	Firmicutes	Bacilli	3.13483	-	-	-	1
Lactobacillus helveticus	Bacteria	Firmicutes	Bacilli	2.38556	1	-	3	12
Lactobacillus iners	Bacteria	Firmicutes	Bacilli	1.36872	-	-	-	15
Lactobacillus ingluviei	Bacteria	Firmicutes	Bacilli	2.01383	-	-	-	1
Lactobacillus jensenii	Bacteria	Firmicutes	Bacilli	1.75988	1	-	-	7
Lactobacillus johnsonii	Bacteria	Firmicutes	Bacilli	1.99268	1	-	2	6
Lactobacillus kefiranofaciens	Bacteria	Firmicutes	Bacilli	2.35409	1	-	2	1
Lactobacillus kisonensis	Bacteria	Firmicutes	Bacilli	2.98706	-	-	-	1
Lactobacillus kitasatonis	Bacteria	Firmicutes	Bacilli	1.9025	-	-	-	1
Lactobacillus kunkeei	Bacteria	Firmicutes	Bacilli	1.5814	-	-	-	2
Lactobacillus malefermentans	Bacteria	Firmicutes	Bacilli	2.00392	-	-	-	1
Lactobacillus mali	Bacteria	Firmicutes	Bacilli	2.65297	-	-	-	2
Lactobacillus mucosae	Bacteria	Firmicutes	Bacilli	2.2137	-	-	-	1
Lactobacillus murinus	Bacteria	Firmicutes	Bacilli	2.17158	-	-	-	1
Lactobacillus namurensis	Bacteria	Firmicutes	Bacilli	2.59342	-	-	-	1
Lactobacillus oris	Bacteria	Firmicutes	Bacilli	2.17494	-	-	-	2
Lactobacillus oryzae	Bacteria	Firmicutes	Bacilli	1.86039	-	-	-	1
Lactobacillus otakiensis	Bacteria	Firmicutes	Bacilli	2.34713	-	-	-	1
Lactobacillus parabrevis	Bacteria	Firmicutes	Bacilli	2.63112	-	-	-	1
Lactobacillus paracasei	Bacteria	Firmicutes	Bacilli	3.11628	1	-	9	38
Lactobacillus parafarraginis	Bacteria	Firmicutes	Bacilli	2.85491	-	-	-	1
Lactobacillus paralimentarius	Bacteria	Firmicutes	Bacilli	2.52359	-	-	-	1
Lactobacillus paraplantarum	Bacteria	Firmicutes	Bacilli	3.11972	-	-	-	2
Lactobacillus pasteurii	Bacteria	Firmicutes	Bacilli	1.9054	-	-	-	1
Lactobacillus pentosus	Bacteria	Firmicutes	Bacilli	3.42632	1	-	1	1
Lactobacillus plantarum	Bacteria	Firmicutes	Bacilli	3.47749	1	-	23	24
Lactobacillus pobuzihii	Bacteria	Firmicutes	Bacilli	2.35166	-	-	-	1
Lactobacillus psittaci	Bacteria	Firmicutes	Bacilli	1.54285	-	-	-	1
Lactobacillus reuteri	Bacteria	Firmicutes	Bacilli	2.31684	1	-	8	16
Lactobacillus rhamnosus	Bacteria	Firmicutes	Bacilli	3.41709	1	-	2	23
Lactobacillus rossiae	Bacteria	Firmicutes	Bacilli	2.95846	-	-	-	2
Lactobacillus ruminis	Bacteria	Firmicutes	Bacilli	2.17223	1	-	-	4
Lactobacillus saerimneri	Bacteria	Firmicutes	Bacilli	1.72075	-	-	-	2
Lactobacillus sakei	Bacteria	Firmicutes	Bacilli	2.1859	1	-	4	3
Lactobacillus salivarius	Bacteria	Firmicutes	Bacilli	2.32046	1	-	4	9
Lactobacillus sanfranciscensis	Bacteria	Firmicutes	Bacilli	1.37577	1	-	2	1
Lactobacillus shenzhenensis	Bacteria	Firmicutes	Bacilli	3.27168	-	-	-	1
Lactobacillus sucicola	Bacteria	Firmicutes	Bacilli	2.45464	-	-	-	1
Lactobacillus suebicus	Bacteria	Firmicutes	Bacilli	2.65694	-	-	-	1
Lactobacillus ultunensis	Bacteria	Firmicutes	Bacilli	2.24841	-	-	-	1
Lactobacillus vaginalis	Bacteria	Firmicutes	Bacilli	1.87733	-	-	-	1
Lactobacillus versmoldensis	Bacteria	Firmicutes	Bacilli	2.39805	-	-	-	1
Lactobacillus vini	Bacteria	Firmicutes	Bacilli	2.27507	-	-	-	2
Lactococcus chungangensis	Bacteria	Firmicutes	Bacilli	2.24321	-	-	-	1
Lactococcus garvieae	Bacteria	Firmicutes	Bacilli	2.24439	1	-	6	15
Lactococcus lactis	Bacteria	Firmicutes	Bacilli	2.80103	1	-	52	33
Lactococcus raffinolactis	Bacteria	Firmicutes	Bacilli	2.28076	-	-	-	1
Lamprocystis purpurea	Bacteria	Proteobacteria	Gammaproteobacteria	6.90874	-	-	-	1
Laribacter hongkongensis	Bacteria	Proteobacteria	Betaproteobacteria	3.16933	1	-	2	2
Latescibacteria bacterium JGI 0000059-A10	Bacteria	unclassified Bacteria	Latescibacteria	0.142565	-	-	-	1
Latescibacteria bacterium SCGC AAA252-B13	Bacteria	unclassified Bacteria	Latescibacteria	1.75998	-	-	-	1
Latescibacteria bacterium SCGC AAA252-D10	Bacteria	unclassified Bacteria	Latescibacteria	0.601658	-	-	-	1
Latescibacteria bacterium SCGC AAA257-K07	Bacteria	unclassified Bacteria	Latescibacteria	1.77147	-	-	-	1
Lautropia mirabilis	Bacteria	Proteobacteria	Betaproteobacteria	3.15192	-	-	-	1
Lawsonia intracellularis	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.71919	1	-	3	2
Leadbetterella byssophila	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	4.05965	1	-	-	1
Lebetimonas	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.74047	-	-	-	6
Lechevalieria aerocolonigenes	Bacteria	Actinobacteria	Actinobacteria	10.6487	-	-	-	2
Leclercia adecarboxylata	Bacteria	Proteobacteria	Gammaproteobacteria	4.99116	-	-	-	1
Leeia oryzae	Bacteria	Proteobacteria	Betaproteobacteria	3.78544	-	-	-	1
Leeuwenhoekiella	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	4.28127	-	-	-	2
Leeuwenhoekiella blandensis	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	4.24456	-	-	-	1
Legionella anisa	Bacteria	Proteobacteria	Gammaproteobacteria	4.31973	-	-	-	1
Legionella cherrii	Bacteria	Proteobacteria	Gammaproteobacteria	3.69676	-	-	-	1
Legionella drancourtii	Bacteria	Proteobacteria	Gammaproteobacteria	4.15261	-	-	-	1
Legionella fairfieldensis	Bacteria	Proteobacteria	Gammaproteobacteria	2.65659	-	-	-	1
Legionella geestiana	Bacteria	Proteobacteria	Gammaproteobacteria	2.51793	-	-	-	1
Legionella lansingensis	Bacteria	Proteobacteria	Gammaproteobacteria	2.9131	-	-	-	1
Legionella longbeachae	Bacteria	Proteobacteria	Gammaproteobacteria	4.14916	1	-	1	2
Legionella massiliensis	Bacteria	Proteobacteria	Gammaproteobacteria	4.38701	-	-	-	2
Legionella moravica	Bacteria	Proteobacteria	Gammaproteobacteria	3.76421	-	-	-	1
Legionella oakridgensis	Bacteria	Proteobacteria	Gammaproteobacteria	2.89069	1	-	1	2
Legionella pneumophila	Bacteria	Proteobacteria	Gammaproteobacteria	3.86584	1	-	1	40
Legionella sainthelensi	Bacteria	Proteobacteria	Gammaproteobacteria	4.10823	-	-	-	1
Legionella shakespearei	Bacteria	Proteobacteria	Gammaproteobacteria	3.51268	-	-	-	1
Legionella tunisiensis	Bacteria	Proteobacteria	Gammaproteobacteria	3.37475	-	-	-	1
Legionella wadsworthii	Bacteria	Proteobacteria	Gammaproteobacteria	3.58023	-	-	-	1
Leifsonia	Bacteria	Actinobacteria	Actinobacteria	4.05376	-	-	-	1
Leifsonia aquatica	Bacteria	Actinobacteria	Actinobacteria	4.57845	-	-	-	2
Leifsonia rubra	Bacteria	Actinobacteria	Actinobacteria	2.7754	-	-	-	1
Leifsonia xyli	Bacteria	Actinobacteria	Actinobacteria	2.68642	1	-	-	2
Leisingera aquimarina	Bacteria	Proteobacteria	Alphaproteobacteria	5.34425	-	-	-	1
Leisingera caerulea	Bacteria	Proteobacteria	Alphaproteobacteria	5.34442	-	-	-	1
Leisingera daeponensis	Bacteria	Proteobacteria	Alphaproteobacteria	4.6426	-	-	-	1
